path,bucket,content_review,navigation_review,metadata_review,source_review,validator,independent_review,notes
README.md,1A,pass,pass,pass,pass,pass,pass,"Wave 1A no-change; maintenance file"
numerical-methods/demag-solvers/fem-poisson-airbox.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/demag-solvers/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/demag-solvers/periodic-demag.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/eigensolvers/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/eigensolvers/linearized-llg.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/eigensolvers/modal-validation.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/frequency-domain/floquet-response.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/frequency-domain/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/frequency-domain/response-solver.md,3D,pass,pass,pass,pass,pass,pass,"Task 2: source+render pending final build; independent review approved"
numerical-methods/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/interpolation-and-state-transfer/fdm-to-fem.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/interpolation-and-state-transfer/fem-to-fdm.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/interpolation-and-state-transfer/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/meshing/airbox.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fdm-grids.md,3C,pass,pass,pass,pass,pass,pass,"Task 2: source+examples pass; independent review approved; rendered pending final build"
numerical-methods/meshing/fdm/boundary-correction.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fdm/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fdm/multi-magnet-grids.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fdm/periodic-grids.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem-shared-domain.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/airbox/boundary-closure.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/airbox/geometry.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/airbox/grading.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/airbox/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/airbox/periodic-airbox.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/boundary-layers.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/free-tetrahedral.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/imported-mesh.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/mixed-elements.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/swept-hex.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/swept-prism.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/ferromagnet/thin-film-tetrahedral.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/shared-domain/assembly-and-conformity.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/shared-domain/build-modes-and-fallbacks.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/shared-domain/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/fem/shared-domain/selectors-and-attributes.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/index.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/refinement.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/meshing/swept-meshes.md,3C,pass,pass,pass,pass,pass,pass,"Wave 3C reviewed; independent re-review approved"
numerical-methods/relaxation/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/relaxation/llg-relaxation.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/relaxation/nonlinear-cg.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/relaxation/projected-gradient.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/relaxation/stopping-criteria.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/time-integration/adaptive-stepping.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/time-integration/explicit-runge-kutta.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/time-integration/index.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
numerical-methods/time-integration/tangent-plane-methods.md,3D,pass,pass,pass,pass,pass,pass,"Wave 3D reviewed; independent re-review approved"
physics/conventions.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/boundary-conditions.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/conventions-and-units.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/effective-field.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/index.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/llg-equation.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/micromagnetic-energy.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/foundations/observables.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/geometry-and-materials.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/index.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/interactions/anisotropy/cubic.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/anisotropy/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/anisotropy/uniaxial.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/boundary-conditions.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/fdm-convolution.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/fem-bem.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/fem-poisson-airbox.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/mathematical-formulation.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/multilayer-convolution.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/periodic-demag.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/demagnetization/validation.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/dmi/boundary-conditions.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/dmi/bulk.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/dmi/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/dmi/interfacial.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/dmi/validation.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/drift-diffusion-spin-torque/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/exchange/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/index.md,3A,pass,pass,pass,pass,pass,pass,"Wave 3A reviewed; independent re-review approved"
physics/interactions/inter-region-couplings/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/magnetoelastic/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/oersted-field/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/spin-orbit-torque/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/spin-transfer-torque/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/thermal-noise/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
physics/interactions/zeeman/index.md,3B,pass,pass,pass,pass,pass,pass,"Wave 3B reviewed; independent re-review approved"
python-api/boundary-conditions/floquet-boundary-conditions.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/boundary-conditions/index.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/boundary-conditions/mechanical-boundary-conditions.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/boundary-conditions/periodic-boundary-conditions.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/cpw-antenna.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/current-transport.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/index.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/microstrip-antenna.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/prescribed-current.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/regional-field-drive.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/current-and-excitations/rf-drive.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/discretization/discretization-hints.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/fdm-multilayer-convolution.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/fdm.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/fem.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/hybrid.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/mesh-controls.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/discretization/per-object-meshing.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/dynamics/adaptive-timestep.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/dynamics/field-refresh.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/dynamics/index.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/dynamics/integrators.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/dynamics/llg.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/geometry/auxiliary-geometry.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/boolean-operations.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/imported-geometry.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/index.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/primitives.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/regions.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/transforms.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/geometry/universe-and-domain.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/index.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/interactions/bulk-dmi.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/cubic-anisotropy.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/demagnetization.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/drift-diffusion-spin-torque.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/exchange.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/index.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/inter-region-couplings.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/interfacial-dmi.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/magnetoelastic.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/oersted-field.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/spin-orbit-torque.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/spin-transfer-torque.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/thermal-noise.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/uniaxial-anisotropy.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/interactions/zeeman.md,2B,pass,pass,pass,pass,pass,pass,"Wave 2B reviewed; independent re-review approved"
python-api/magnets-and-textures/ferromagnet.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/magnets-and-textures/index.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/magnets-and-textures/initial-magnetization.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/magnets-and-textures/preset-textures.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/magnets-and-textures/uniform-texture.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/materials/elastic-materials.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/materials/index.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/materials/magnetostriction-laws.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/materials/material.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/materials/spatial-parameter-fields.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/meshing/fdm/boundary-correction.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fdm/grid.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fdm/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fdm/per-magnet-grids.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/airbox/build.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/airbox/geometry.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/airbox/grading.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/airbox/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/build-and-quality.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/boundary-layers.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/free-tetrahedral.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/imported-mesh.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/swept-hex.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/swept-prism.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/ferromagnet/thin-film-tetrahedral.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/regions.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/fem/study-defaults.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/meshing/index.md,2C,pass,pass,pass,pass,pass,pass,"Wave 2C reviewed; independent re-review approved"
python-api/outputs/autosave.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/dispersion-and-response.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/fields-and-scalars.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/index.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/modes-and-spectra.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/quantities.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/outputs/snapshots.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/problem/index.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/problem/problem-ir.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/problem/problem.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/problem/round-trip.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/problem/validation.md,2A,pass,pass,pass,pass,pass,pass,"Wave 2A reviewed; independent re-review approved"
python-api/runtime/artifacts.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/backend-policy.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/index.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/provenance.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/results.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/runtime-selection.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/runtime/simulation.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/eigenmodes.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/frequency-response.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/hysteresis.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/index.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/relaxation.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
python-api/studies/time-evolution.md,2D,pass,pass,pass,pass,pass,pass,"Wave 2D reviewed; independent re-review approved"
validation/analytical-cases.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
validation/cpu-gpu-parity.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
validation/fem-fdm-comparison.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
validation/index.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
validation/mumag-standard-problems.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
validation/qualification-status.md,1B,pass,pass,pass,pass,pass,pass,"Wave 1B reviewed; independent review approved"
